campaign_id,title,description,product,channel,target_region,start_date,end_date,owner_id,budget,status
558,GlucoTrack Paid Search Campaign 558,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Southwest,2025-07-22,2025-08-27,172,70651.66,active
559,OncoGuide Display Ads Campaign 559,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,West,2025-10-10,2025-12-10,284,63180.22,planned
560,CareBridge Organic Search Campaign 560,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,Southwest,2024-07-30,2024-08-25,406,6860.69,planned
561,GlucoTrack Content Marketing Campaign 561,Marketing campaign for GlucoTrack through Content Marketing,GlucoTrack,Content Marketing,Southwest,2024-04-22,2024-05-06,92,222068.04,paused
562,OncoGuide Webinar Campaign 562,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,Southwest,2025-10-07,2025-11-06,106,132202.46,active
563,CardioPlus Content Marketing Campaign 563,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,Southwest,2024-08-31,2024-12-01,355,47460.12,planned
564,RespiraCare SMS Campaign 564,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,West,2025-08-17,2025-12-14,401,106440.11,active
565,GlucoTrack Content Marketing Campaign 565,Marketing campaign for GlucoTrack through Content Marketing,GlucoTrack,Content Marketing,West,2024-09-13,2024-10-12,272,92389.62,active
566,NeuroWell Webinar Campaign 566,Marketing campaign for NeuroWell through Webinar,NeuroWell,Webinar,Northeast,2025-04-13,2025-08-03,321,16108.05,active
567,OncoGuide Organic Search Campaign 567,Marketing campaign for OncoGuide through Organic Search,OncoGuide,Organic Search,Northeast,2025-10-01,2025-12-14,255,168525.23,planned
568,NeuroWell Provider Outreach Campaign 568,Marketing campaign for NeuroWell through Provider Outreach,NeuroWell,Provider Outreach,West,2025-08-31,2025-10-30,146,65091.3,paused
569,CardioPlus Referral Campaign 569,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,Northeast,2024-05-21,2024-06-17,380,46444.24,paused
570,NeuroWell Display Ads Campaign 570,Marketing campaign for NeuroWell through Display Ads,NeuroWell,Display Ads,Midwest,2025-05-22,2025-06-19,37,149398.55,paused
571,DermAssist Social Media Campaign 571,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,Midwest,2024-09-18,2025-01-05,347,195406.89,active
572,CareBridge Social Media Campaign 572,Marketing campaign for CareBridge through Social Media,CareBridge,Social Media,Southeast,2024-07-02,2024-08-15,378,95756.5,planned
573,CardioPlus Provider Outreach Campaign 573,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,West,2025-04-18,2025-07-15,249,38800.49,paused
574,OncoGuide Display Ads Campaign 574,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,National,2024-09-02,2024-11-04,192,180795.84,completed
575,OncoGuide Email Campaign 575,Marketing campaign for OncoGuide through Email,OncoGuide,Email,Northeast,2024-11-12,2024-12-21,172,173976.0,completed
576,VitalPath Display Ads Campaign 576,Marketing campaign for VitalPath through Display Ads,VitalPath,Display Ads,Midwest,2024-08-01,2024-08-29,437,106301.29,active
577,OncoGuide Content Marketing Campaign 577,Marketing campaign for OncoGuide through Content Marketing,OncoGuide,Content Marketing,West,2026-03-06,2026-04-26,310,226677.79,active
578,VitalPath Social Media Campaign 578,Marketing campaign for VitalPath through Social Media,VitalPath,Social Media,Southwest,2024-06-23,2024-08-28,439,149120.48,completed
579,NeuroWell Social Media Campaign 579,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,West,2024-04-28,2024-08-13,220,83842.1,active
580,OncoGuide Content Marketing Campaign 580,Marketing campaign for OncoGuide through Content Marketing,OncoGuide,Content Marketing,Southwest,2026-03-11,2026-06-08,485,224868.19,planned
581,CardioPlus Provider Outreach Campaign 581,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,Southwest,2024-05-18,2024-07-31,376,134187.07,planned
582,GlucoTrack Referral Campaign 582,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,National,2025-04-03,2025-06-19,124,189010.44,paused
583,RespiraCare Social Media Campaign 583,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,Northeast,2024-10-03,2024-11-02,184,162967.13,planned
584,OncoGuide Display Ads Campaign 584,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,National,2025-04-25,2025-08-02,157,214906.76,planned
585,OncoGuide Provider Outreach Campaign 585,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,Midwest,2025-04-05,2025-06-17,396,48681.6,paused
586,GlucoTrack Provider Outreach Campaign 586,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,Midwest,2025-10-16,2026-01-19,1,223678.31,planned
587,RespiraCare Content Marketing Campaign 587,Marketing campaign for RespiraCare through Content Marketing,RespiraCare,Content Marketing,Southeast,2024-12-03,2025-02-09,386,136981.47,planned
588,CardioPlus Referral Campaign 588,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,National,2025-08-12,2025-10-07,377,236494.59,completed
589,CareBridge SMS Campaign 589,Marketing campaign for CareBridge through SMS,CareBridge,SMS,Northeast,2026-03-08,2026-03-28,57,117942.16,completed
590,GlucoTrack Referral Campaign 590,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,Southeast,2025-01-27,2025-03-04,332,178206.27,active
591,GlucoTrack Display Ads Campaign 591,Marketing campaign for GlucoTrack through Display Ads,GlucoTrack,Display Ads,West,2025-01-02,2025-02-15,277,185132.88,active
592,NeuroWell SMS Campaign 592,Marketing campaign for NeuroWell through SMS,NeuroWell,SMS,Midwest,2025-11-23,2026-03-12,390,90119.78,paused
593,DermAssist SMS Campaign 593,Marketing campaign for DermAssist through SMS,DermAssist,SMS,West,2024-11-18,2024-12-08,33,114745.43,planned
594,RespiraCare Display Ads Campaign 594,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,National,2025-04-17,2025-07-30,273,156374.96,planned
595,GlucoTrack Provider Outreach Campaign 595,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,Midwest,2024-09-10,2024-11-21,45,224792.63,planned
596,GlucoTrack Organic Search Campaign 596,Marketing campaign for GlucoTrack through Organic Search,GlucoTrack,Organic Search,Southeast,2024-07-11,2024-08-15,142,125593.2,planned
597,OncoGuide Display Ads Campaign 597,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,Southwest,2024-12-01,2025-02-06,497,88634.96,planned
598,CardioPlus Social Media Campaign 598,Marketing campaign for CardioPlus through Social Media,CardioPlus,Social Media,West,2024-11-29,2025-01-06,33,209232.04,completed
599,DermAssist Display Ads Campaign 599,Marketing campaign for DermAssist through Display Ads,DermAssist,Display Ads,National,2025-03-03,2025-05-30,176,149559.24,paused
600,OncoGuide Webinar Campaign 600,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,Midwest,2025-04-08,2025-05-30,291,45419.07,active
601,RespiraCare Email Campaign 601,Marketing campaign for RespiraCare through Email,RespiraCare,Email,Midwest,2025-04-28,2025-06-28,498,39639.57,paused
602,OncoGuide Referral Campaign 602,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,Southeast,2024-08-24,2024-11-25,474,73455.91,active
603,CardioPlus SMS Campaign 603,Marketing campaign for CardioPlus through SMS,CardioPlus,SMS,Southwest,2024-08-20,2024-10-03,60,144907.72,completed
604,CardioPlus SMS Campaign 604,Marketing campaign for CardioPlus through SMS,CardioPlus,SMS,Southeast,2025-01-29,2025-03-07,106,244571.57,completed
605,OncoGuide Referral Campaign 605,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,Northeast,2025-03-31,2025-06-22,500,77485.26,paused
606,VitalPath SMS Campaign 606,Marketing campaign for VitalPath through SMS,VitalPath,SMS,National,2025-05-10,2025-08-30,75,41545.16,completed
607,VitalPath Webinar Campaign 607,Marketing campaign for VitalPath through Webinar,VitalPath,Webinar,West,2025-09-02,2025-12-15,152,242492.57,active
608,VitalPath SMS Campaign 608,Marketing campaign for VitalPath through SMS,VitalPath,SMS,National,2025-12-29,2026-03-25,374,173219.3,paused
609,GlucoTrack Webinar Campaign 609,Marketing campaign for GlucoTrack through Webinar,GlucoTrack,Webinar,West,2026-03-17,2026-04-05,72,9124.51,active
610,DermAssist Email Campaign 610,Marketing campaign for DermAssist through Email,DermAssist,Email,Southeast,2025-03-29,2025-05-27,48,153213.35,active
611,NeuroWell Email Campaign 611,Marketing campaign for NeuroWell through Email,NeuroWell,Email,Southwest,2025-12-15,2026-04-06,143,23646.62,planned
612,VitalPath SMS Campaign 612,Marketing campaign for VitalPath through SMS,VitalPath,SMS,West,2025-05-20,2025-07-23,100,151983.45,planned
613,CareBridge Organic Search Campaign 613,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,Southwest,2026-03-24,2026-07-01,185,179843.05,completed
614,RespiraCare SMS Campaign 614,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,Southwest,2025-02-11,2025-04-13,7,89784.69,planned
615,VitalPath Provider Outreach Campaign 615,Marketing campaign for VitalPath through Provider Outreach,VitalPath,Provider Outreach,Midwest,2024-10-02,2025-01-17,455,201510.32,active
616,CareBridge Provider Outreach Campaign 616,Marketing campaign for CareBridge through Provider Outreach,CareBridge,Provider Outreach,West,2026-01-03,2026-04-20,497,37473.22,planned
617,VitalPath Referral Campaign 617,Marketing campaign for VitalPath through Referral,VitalPath,Referral,Northeast,2024-08-07,2024-09-16,156,246699.67,paused
618,RespiraCare Provider Outreach Campaign 618,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,Southwest,2024-06-25,2024-07-09,210,46198.57,active
619,CareBridge Webinar Campaign 619,Marketing campaign for CareBridge through Webinar,CareBridge,Webinar,Northeast,2024-09-19,2024-10-26,427,139805.13,completed
620,VitalPath Referral Campaign 620,Marketing campaign for VitalPath through Referral,VitalPath,Referral,Southeast,2026-01-25,2026-04-23,156,185744.44,planned
621,RespiraCare Webinar Campaign 621,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,National,2025-12-23,2026-01-06,79,239138.57,paused
622,RespiraCare Provider Outreach Campaign 622,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,National,2024-07-22,2024-10-27,341,47304.96,active
623,RespiraCare Display Ads Campaign 623,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,Northeast,2024-05-09,2024-06-07,392,248600.24,completed
624,CareBridge Webinar Campaign 624,Marketing campaign for CareBridge through Webinar,CareBridge,Webinar,Southwest,2025-07-12,2025-09-25,290,158115.02,planned
625,CardioPlus Webinar Campaign 625,Marketing campaign for CardioPlus through Webinar,CardioPlus,Webinar,Northeast,2025-02-01,2025-04-21,376,43223.27,active
626,OncoGuide SMS Campaign 626,Marketing campaign for OncoGuide through SMS,OncoGuide,SMS,Midwest,2024-12-21,2025-03-04,450,43337.29,completed
627,DermAssist Email Campaign 627,Marketing campaign for DermAssist through Email,DermAssist,Email,West,2025-03-09,2025-06-12,467,74594.48,planned
628,OncoGuide Paid Search Campaign 628,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,Southeast,2025-05-21,2025-06-28,393,150894.33,completed
629,RespiraCare Webinar Campaign 629,Marketing campaign for RespiraCare through Webinar,RespiraCare,Webinar,National,2026-02-24,2026-04-19,424,172304.6,completed
630,DermAssist Organic Search Campaign 630,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,West,2024-06-30,2024-09-20,297,6185.72,completed
631,CareBridge SMS Campaign 631,Marketing campaign for CareBridge through SMS,CareBridge,SMS,Southeast,2025-02-01,2025-05-25,249,230464.12,planned
632,NeuroWell Social Media Campaign 632,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,West,2024-10-03,2024-11-05,258,199391.36,planned
633,GlucoTrack Paid Search Campaign 633,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Northeast,2025-03-07,2025-05-18,470,205254.65,paused
634,DermAssist Organic Search Campaign 634,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,West,2025-01-12,2025-03-06,354,204808.56,completed
635,CardioPlus Paid Search Campaign 635,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,National,2024-08-29,2024-12-11,156,57922.39,active
636,OncoGuide Social Media Campaign 636,Marketing campaign for OncoGuide through Social Media,OncoGuide,Social Media,Northeast,2025-10-03,2025-11-15,158,35163.91,paused
637,GlucoTrack Paid Search Campaign 637,Marketing campaign for GlucoTrack through Paid Search,GlucoTrack,Paid Search,Southwest,2025-10-06,2026-01-25,402,7645.18,paused
638,CardioPlus Referral Campaign 638,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,Southwest,2024-05-20,2024-06-28,56,149514.51,planned
639,GlucoTrack Webinar Campaign 639,Marketing campaign for GlucoTrack through Webinar,GlucoTrack,Webinar,Northeast,2026-03-24,2026-05-09,23,167893.85,planned
640,NeuroWell Organic Search Campaign 640,Marketing campaign for NeuroWell through Organic Search,NeuroWell,Organic Search,Northeast,2026-04-02,2026-07-02,106,168638.36,planned
641,RespiraCare Content Marketing Campaign 641,Marketing campaign for RespiraCare through Content Marketing,RespiraCare,Content Marketing,Southeast,2024-08-08,2024-11-25,483,88915.63,active
642,GlucoTrack Content Marketing Campaign 642,Marketing campaign for GlucoTrack through Content Marketing,GlucoTrack,Content Marketing,West,2025-05-14,2025-08-08,35,191521.28,active
643,RespiraCare Organic Search Campaign 643,Marketing campaign for RespiraCare through Organic Search,RespiraCare,Organic Search,West,2025-10-25,2025-12-02,494,225710.09,planned
644,NeuroWell Referral Campaign 644,Marketing campaign for NeuroWell through Referral,NeuroWell,Referral,Southwest,2025-11-01,2025-11-27,474,213270.31,completed
645,VitalPath Paid Search Campaign 645,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,Midwest,2025-10-11,2026-01-08,95,47669.59,paused
646,NeuroWell Provider Outreach Campaign 646,Marketing campaign for NeuroWell through Provider Outreach,NeuroWell,Provider Outreach,Midwest,2025-03-12,2025-04-22,264,30872.83,planned
647,OncoGuide Display Ads Campaign 647,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,National,2025-04-14,2025-05-12,267,191281.6,completed
648,GlucoTrack SMS Campaign 648,Marketing campaign for GlucoTrack through SMS,GlucoTrack,SMS,Southwest,2025-06-24,2025-10-08,21,124947.06,completed
649,RespiraCare Display Ads Campaign 649,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,Southwest,2025-04-07,2025-07-06,377,58790.74,completed
650,GlucoTrack Display Ads Campaign 650,Marketing campaign for GlucoTrack through Display Ads,GlucoTrack,Display Ads,Midwest,2026-02-10,2026-04-19,97,234953.25,active
